text,sentiment
Enak lagunya,Positive
Kalo gitu aku mau tagih program DP 0% dari Anies-Sandi #PilkadaDKI #pilkadadki2017,negative
Save the best for the last yaaa fotonya? Hahaha Harusnya foto terakhir dijadiin yang pertama bri,Positive
"Akibat pernyataan Antasari, suara AHY melorot pada Pilkada DKI.",negative
"Astaga ini pendukung AHY tidak terima sekali dengan hasil survey,harusnya jadi tolak acuan untuk lebih semangat #efeknontonmetro",negative
Ganteng... Ini klo ga salah managernya.. semoga d lancarkan yaa..,positive
"pengiriman cepat dan aman, fast respon",Positive
"Terlalu tidak bisa diaplikasikan, program2 paslon 3. Bahkan cenderung tidak bisa nyambung dalam bahasa teknisnya. Sangat prihatin",negative
"Sudah nonton Critical Eleven. Menyenangkan kok, masuk kategori film Indonesia yang wajib tonton lah.",positive
"Bunda maia cantik semoga slalu sukses, sehat trs ya cantik wajahnya secantik hatinya",positive
Ayo pendukung AHY Dukung penggembosmu <Tongue> <Fire> <Fire>,negative
prnh ga lu ngobrol sm org trs lu pake perumpamaan gt tp org yg diajak ngobrol malah nganggep perumpamaan yg lu pake itu beneran ada. Nah ni org ni salah satunya. TOLOL BAT ANJING.,Negative
Beruntung sekali saya tidak jadi beli produk ini,negatif
aduhh bgusss bgttttt 😭🫵🏻❤️‍🔥❤️‍🔥❤️‍🔥,Positive
"Snow tolong diperbaiki lagi ya kenapa saya mau cari efek tapi selalu gagal, jaringan wifi saya bagus tapi tetap engga bisa download efek, tolong di perbaiki lagi snow, dulu snow gak gini kenapa skrg jadi gini tolong sekali lagi diperbaiki ya snow",Negative
??lucu ya si yg bikin kata2.bawa2 Tuhan.kalau dah kepepet. Masa dia ga tau ibarat apa org yg merusak rumah tangga org.ibarat merobohkan bangunan masjid mbak nya.bayangin aja seberapa besar nya dosa mu.nasi dah jdi bubur mba nya moga bisa bahagia di dunia.??,negative
"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu...",positive
nambah seruuu vlognya!!!🫣🫣,Positive
"Ketika AHY kalah & berpidato, semua timnya terdiam menangis, lalu setelah itu mereka melepaskan diri dari pilkada DKI. @panca66 @bambangelf",negative
Antasari Diancam Harry Tanoe https://youtu.be/9KbbpAjibTc  #Antasari #ahok #Sby #AHY #berita #MetroTV #Indonesia #JumatBerkah #KimJongNam,negative
Hujan Sembako dari Ahok-Djarot Jadi Sedekah bagi Anies-Sandi #PilkadaDKI2017,positive
Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>,negative
"Dibilang jelek tidak, dibilang bagus juga tidak, sangat nanggung.",negatif
"[Versi 5.161.2 | Android 13 | Xiaomi Redmi 12C] 2×XP sering hilang tanpa sebab Ø^Ø!! | Tolong pengetikan suaranya dibuat tetap tersedia setelah mengetik manual, dan jangan menghilangkan semua ketikan sebelimnya Ø^Ø!! | Tampilan pengetikan suara seperti sudah ditekan (padahal belum). | Penunjukan progres misi harian tiap menyelesaikan pelajaran itu buang-buang waktu. | Mohon sediakan kesempatan pemulihan nyawa dengan iklan, ketika 2× XP sedang aktif Ø^Ø!!",Negative
"Interface-nya intuitif dan mudah dipahami, bahkan untuk pemula.",positif
"Kadang, saya juga cari referensi di youtube yang merupakan gudang informasi keren. <PROVIDER_NAME> youtube an tanpa kuota bisa streaming lancar",positive
"aku ga mau bohongi diri sendiri. Gimbal Alas, Malang. #kickandy",negative
DIKIRA KEREN JINK?,Negative
anjir ternyata iklan,Negative
anjir reflek tutup layar hp,Negative
Filmnya aja ngehek...... ini seriesnya ngehek juga ga,negative
duolingo itu sangat seru sekali jika hati nya lagi kosong lima jam lagi bisa dapat secara gratis tapi klo ujian pendengaran kok kayak sama kata² nya yaah kenapa kira² tapi bagus banget sih duo ini aku bisa latihan dlu karena mau ujian naik tingkat bahasa inggris ini sih bintang lima yaah terimakasih duolingo (⁠ ⁠ꈍ⁠ᴗ⁠ꈍ⁠)☺️☺️☺️,Positive
FITNAH !!! Akun #HoaxerPanik #HoaxerKepanasan sebentar lagi #AniesSandi menang !,negative
spek apa jirr biduan nya Sampek sawer 100jt🗿,Negative
"Apa cuma Gue disini yang ngerasa banyak omong kosong dari sebelah pihak?, Gak terima kalah? Atau gak terima #AniesSandi menang? #PilkadaDKI",negative
"RT @GreatBos: Jarang nonton movie Indonesia Tapi. Yang judulnya Syahadat Cinta, bagus Pemirsa, Recommended .. Jalan ceritanya SERU! .. Hoo…",positive
saya pindah ke <PROVIDER_NAME> yang memang sudah terbukti,positive
@HitamPutih wihh hebat kakek neneknya @TRANS7,positive
"bagus sihh, cumann makin lama tuhh makin gampang ngeleg kalau buat main, biasanya di 1 pelajaran lancar di pelajaran selanjutnya pasti ngeleg bahkan bisa sampe 10 menitan selesainya padahal itu karena app nya ngeleg parrahhh. +nya membantuku dalam menambah vocab""baru sich",Negative
"Walau pengirimannya standar, pengemasannya sangat aman dan rapi.",positif
Perempuan liyar nih,Negative
enak banget si Agus. dih..jijik ngapain nanggung seumur hidup 🤮🤮🤮🤮,Negative
"Banyak pemimpin agama yang baik. Tapi pelayan warga yang JUJUR, BERSIH dan KERJA NYATA, cuma <Victory Hand> <Victory Hand> @AhokDjarot #DebatPilkadaDKI",positive
"iyaaa we, bs diitung sebulan cm bbrp x aja makan or minum manis tp kalo tepung gaaaa bisaa😭😭",Positive
"Gak murah nih ! , jika Ahok bukan Gubenur kesayangan warga Jakarta, emang siapa mau buang2 duit untuk beginian? #AhokDjarot",negative
Beruntungnya tidak terlalu berat untuk sistem,positif
"Sahabat Gimbal Alas, nanti malam jangan lupa ya nonton #KickAndy Cara Gila Mendaki Gunung ala Cak Tarpin",positive
Hari ini nonton film terasa; hambarr,negative
"Hasil akhirnya melampaui ekspektasi, sangat puas dengan keputusan beli ini.",positif
Koneksi internet yang sangat menjengkelkan. <PROVIDER_NAME>  #lemot ,negative
Apaoun pekerjaannya yg penting halal u tuk menafkahi keluarga ... Semangat pak,positive
Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.,positive
"Hidup ini dijalanin, bukan dipikirin. Mongol Stres #hitamputiht7",negative
 <USERNAME> eh... Situ siapa??? Kids jaman now ya kebanyakan micin.. Mna kata aku yg ngina??? Bego dipelihara??????,negative
"saran aja pak, biarkan kalo masih ada aja yang ngiri, bapak nganan aja Takut bikin macet kalo bapak ikutan ngiri #AhokDjarot",negative
Kalo bete ama M Taufik boleh pilih #AhokDjarot nggak kak? Soooo PASTIIII !!! <Face With Steam From Nose> <Face With Steam From Nose> <FACE WITH TEARS OF JOY> <Smiling Face With Open Mouth & Smiling Eyes> <FACE WITH TEARS OF JOY> <grining face with smile eye> <Victory Hand> #JanganTakutPilih2 #PilihBaDja,negative
Bedanya hampir 17%..... artinya suara AHY ke ANIES-SANDI <Glowing Star> <Glowing Star> <Glowing Star>,positive
"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",positive
lha emang Gibran punya partai? klu bukan BAPAK nya Presiden dan Paman MK apa dia bisa jadi Cawapres. mosok lu yg ngak pernah ngeyel cuma jadi Tukang Ceboknya Gibran. rugi dong Sekolah Tinggi2 tapi jadi Penyembah Berhala,Negative
Suka banget sma ini drama dia cantik banget meskipun alurnya makan emosi sih tp seneng banget liat dia makin keren actingnya siapapun lawan mainnya selalu clop Pribadinya juga kalem gk suka drama mana cowok yg dkt berkelas bgt kalau pun kapal kim2 gk berlayar fine ,Positive
Sayang mayor #AHY termasuk yang dikader untuk pemimpin masa depan Dari SMA taruna beliau selalu yang teratas Lagi2 itu pilihan #pensiundini,negative
harga jual & jumlah per rupiah dari kilobyte internet... memang <PROVIDER_NAME> juara mahalnya sih tsel vs <PROVIDER_NAME> <PROVIDER_NAME> ,negative
"ajg apaan sih hampir semua komen ditoktok pada bilang ""crt bu rara guru penjas"" bocah meresahkan emang gaada kerjaan ajg",Negative
Apk nya bgss sebenarnya cuma baru² filternya ga bisa di pake smpe skarangg. Kirain hp sma jaringan masalahnya eh ternyata di apk nya bahkan di hp satunya juga ga bisa kepake filternyaa filter bisa di download tapi gada filternya sma sekali pas udah ke download. Pliss liat bugnya dongg bagusan Disni fotonya soalnya.,Negative
Ikhlas itu melepaskan dan mendoakan.. #ILC,positive
Anj lo betiga 😭,Negative
bagus terstruktur dan pengaturan iklannya sangat keren karena seperti main game..melihat iklan untuk menambah nyawa.. jadi terasa seperti beasiswa belajar.. kalau nyawa masih ada tidak dipaksa menonton iklan tiba2.. semakin fokus dan paham akan semakin sedikit melihat iklan karena nyawa hati masih ada.. jadi kalaupun pilih yang gratisan kita akan tetap dapat fitur keren.. kalau mudah putus asa bisa pilih yang berbayar..,Positive
#PilkadaDKI2017 KH Said Aqil Sebut #Ahok-Djarot Sejalan dengan NU,positive
lagu sebagusssss iniiii harus rameeeeeee 😍,Positive
" <USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",negative
Subhanallah tergetar hati dengar suara nya,positive
Boleh spill ga lip serum nya,Positive
" <USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",negative
Untungnya tidak ada drama berkepanjangan,positif
Jangan sampai SBY berkata AHY kalah gara-gara Antasari ya? Survey kan sudah menunjukan AHY terus merosot elektabilitasnya #PilkadaDKI,negative
"Kecewa dgn salah satu aktornya yg ternyata pendukung penista agama. Ah, saya harus bersabar utk tak menonton film ini.",negative
"pak anis pak anis, rekaman 2 thn lalu msh disimpan loh sm metrotv  gak malu ya nelen ludah sendri? #MataNajwaMetroTv",negative
"Kampanyenya ngomong program ini program itu, jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot",negative
SI OPET BSA DIEM GA PET??? DISNI GAADA LMBA YA OPET,Negative
"jauh sebelum ada aksi #Boikot<PROVIDER_NAME> saya tidak pakai <PROVIDER_NAME> lagi,  sebab <PROVIDER_NAME> masih lebih bagus maaf bukan iklan tapi kenyataan",positive
Asik juga kencang begini <PROVIDER_NAME> ,positive
"Kalo lagi nyari film comedy, ini recomended nih... Lucu parah! Asli! ",positive
"Muka kek sampah banyak tingkah, PEMBUNUH!!!",Negative
<PROVIDER_NAME> yang terbaik ini peserta nya… <URL>,positive
"Webnya <PROVIDER_NAME> dibajak ya?  Cie dibajak. Semoga habis ini paket2, spam2 dan promo2nya makin subur.  <PROVIDER_NAME>",negative
"baguusssss bgttt
warna cocok dikulit akuu
tahan lama bgttt",Positive
Smua orng berhak untuk melakukan apapun yg mereka suka.. Asal g mrugikan dirinya ataupun ornglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Kliatan cantiiik banget.. ????,positive
toleransi umat beragama macam apa yg diterapkan di Serang Banten? Toleransi hanya mitos #hitamPutihT7,negative
Kita harus dapat merangkul semua orang tanpa batas usia dan kelamin #okeoce  <OK HAND> #salambersama #pks #temanahok <Victory Hand>,positive
"Aneh banget masa pas aku mau nyoba filternya tapi masih gk pake filter, padahal jaringan nya stabil, tapi aneh banget gk bisa ambil foto, jadi aku kasih rating 2⭐⭐😒😞",Negative
Tadinya saya suka baca @okezonenews tapi  isinya terlalu memihak #AniesSandi sebaiknya media bersikap #netral betul tidak #BasukiDjarot ?,negative
"Balaikota masih rame, kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot",positive
Yeyyy vlog lagiiiiii🎉🥹✊,Positive
"Berita Badja: Rencana Ahok jika menang atau kalah, Berita Anies-Sandi: hanya kecurangan besar yang bisa mengalahkn kami #pilkadaDKI",negative
Film yg amat menarik. Kisah cinta & kesetiaan yg disajikan secara tidak biasa. Bikin kgn nenek. Recomended movie @filmziarah #meiberziarah,positive
wiiih Aqua pun #OKEOCE pilih no 3  <OK HAND>  <OK HAND>  <OK HAND>,positive
"Beasiswa tapi beli tas Hermes, naik jet pribadi, tidak lagi punya malu. Orang model gini suruh ke laut saja.",Negative
"Kualitas gambarnya buram, tidak sesuai dengan deskripsi yang dijanjikan.",negatif
Gubernur TERPILIH Kita Pak Anies  di @DAcademyID @IndosiarID #3 #OkeOce #pilkadadki2017,positive
Biadab!! Klo nanti anak lo di bully.. Gue mampusin ya!!!,negative
melebihi makam pahlawan anjirr,Negative
YUJIN KYK NGAJAK AKU PACARAN GA SI?,Positive
"Website-nya sering error, susah sekali untuk melakukan transaksi.",negatif
"MBA  <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",negative
Tidak usah mikir coblos sebelah kiri #ahokdjarot <FACE WITH STUCK-OUT TOUNGES> <FACE WITH STUCK-OUT TOUNGES> <Victory Hand>,negative
Menyambut kemenangan #aniessandi bbrp Alumni212 mencukur rambut ramai2 sambil bersolawat Duhâ€¦,negative
Yaampun banyak anak kecil yang nonton #hitamputihT7,negative
ANANG MUKA NYA KAYA BABIII GITU AJA DI DEMENIN JIJIKK,negative
"Cukup mengejutkan, performanya jauh lebih kencang dari model sebelumnya.",positif
gila ga ada otak,Negative
Kekalahan Basuki Tjahaja Purnama-Djarot Saiful Hidayat di Pilkada DKI Jakarta tidak mempengaruhi elektabilitas PDI <Victory Hand>,positive
"Benar"" bagus karena di beri layanan pembalajaran yang sangat baik dan mudah di fahami.Mulai dari tahap paling bawah sampai paling atas,berurutan,jadi mudah di fahami materi selanjutnya.Terima kasih Duolingo telah menciptakan aplikasi yang sebagus ini.Saya yang tadinya tidak tau apa""jadi bisa mengerti bahkan bisa mengucapkan kata"" dalam bahasa Inggris secara fasih dan benar.",Positive
"Akhirnya Jakarta punya gubenur baru. Selamat untuk warga Jakarta. Semoga makin maju, aman, dan sejahtera. #pilkadadki2017",positive
"Bukti #AhokDjarot ..begtiu dicintai warganya,,Namun kalah terhornat karna Kelicikan yang menjijikan dari Lawanya..",negative
"Bagaimana dengan #AhokDjarot Pak @jokowi ? Mereka, khususnya #Ahok di abused tiap hari oleh kaum Islamist radicals",negative
"tetep harus pake penjepit bulu mata dulu ya,, semoga awett",Positive
Terus kemaren ke tanah suci buat apa anjir klo ga ada perubahan,Negative
"makasih ya sudah menginspirasi sama konten2mu! aku suka, semoga aku bisa konsisten ngonten seperti kamu wkwkwkwk. semangat terus, supaya bisa terus jadi inpirasi buat orang lain!",Positive
jadi kangen bucinin jisung,Positive
"aku tau apk ini dari youtube kebetulan lagi pengen banget bisa bahasa Inggris untuk tambahan nilai pendidikan the best banget dah pokok nya 1 hari belajar jadi ketagihan simple lagi buruan buat kalian yang pengen banget belajar bahasa Inggris cobain ini praktis, simple, mudah di pahami lagi sukses selalu untuk developer nya 🥰",Positive
"Jujur suka banget belajar bahasa kalau pakai Duolingo!!! Soalnya karakter nya pada lucu, konsep belajarnya juga bagus, kita jadinya kayak berinteraksi sama Duolingo-nya 😭😭😭 apalagi kita bisa belajar yang hitung hitungan sama yang musik gituuu!!!! Jujui ini tuh bgs banget buat yang cepat bosan kalau belajar!! recommended ❤️✨",Positive
Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,negative
Lirik &quot;But now we&#39;re doomed&quot; deep bgt si itu;(,Positive
Baguss bangett yang ga download rugi Oh ya ini bisa offline loh kalo filter nya udah di download baru kalian bisa offline ya Tapi ada sedikit kesalahan saat saya sudah mendownload filternya lalu mau saya pakai untuk foto malah jadi ke reset gitu kaya kalo di pencet tuh tiba tiba suka jadi ga ke download lagi tapi gpp aku kasih bintang 5 Tolong ya di perbaiki,Negative
"Hore, dapat makan malam gratis hari ini karena <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>… <URL>",positive
"yang simpatik aja segini, yang ga simpatik seberapa yak #ahok4RI #ahokdjarot",negative
"Sudah terbukti di mata Najwa, kalau Ahok lebih hebat dari Anis Insaallah Ahok Jarot menang..",positive
Orang miskin semakin miskin klo sekolah melakukan pungutan liar terus,negative
"Terima kasih Duolingo yang telah membuat aplikasi sekeren ini, menurut gua sih ni aplikasi! seru banget buat belajar bahasa Inggris terutama fitur"" nya yang memotivasi untuk pelajar pokoknya bangett dah, buat kekurangannya sih mungkin ada bug sedikit kadang hati/love nya ga nambah setelah sehari, mungkin itu aja kesimpulannya udah mantep banget.",Positive
"kesian anaknya, pendidikan nya kehalang karna harus tuntutan nikah dari ortu wkwk",Negative
"@AhyFansclub Kalau putaran 2 ,, SIAP RAPAT KAN BARISAN SEMUA ! SATU KOMANDO ! #aniessandi #agussilvy",positive
@bank_dki ikut2an #moneypolitic untuk kemenangan #ahokdjarot ??  <See-No-Evil Monkey>  @ojkindonesia,negative
#debatfinalpilkadadki ada oke oce. Ada oke mart. Lama2 ada oke jek hahaha ogah kerja ogah capek #okeoce,negative
suka banget ampe putar ulang2,Positive
SUKA VVUP JUGAA KAH???? KAMU VINNIE JG???,Positive
"anggap saja bisa, sebulan kemudian pada dijual (pindah tangan) ke orang2 elit partai gerindra dan pks #pilkadadki #ahy",negative
"Jika sudah waktu nya, akan datang untuk nya ... #AHY",positive
"@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini, masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot",positive
"Dibela belain daftarin kartu 4G tunggu sejam siang2 sambil puasa, sampai rumah sinyal 4Gnya gak ada, adanya di kota!, <PROVIDER_NAME>",negative
habiburokhman sindir #Ahok via #puisi #Sembako http://obsessionnews.com #AniesSandiGubernurKita #AhokDjarot #Aniesâ€¦ https://twitter.com,negative
gila gilalu ang ang ang ang,Negative
#debatfinalpilkadadki Hhahahaa.. #OkeOce atau OKE-NGOCEH??? @aniesbaswedan,negative
"Kelihatannya kokoh, ternyata ringkih setelah beberapa kali pakai.",negatif
"Btw Danur jelek banget, gausah ditonton Hans @hansdavidian gue kebayang lo bakal #meantweets soal film ini ntar! Lol",negative
"Ashanti bunda the best, Slalu belain/support anaknya. Mskipun bkn ank kndung??",positive
"Agak disayangkan, beberapa bagian penting dari buku ini tidak dijelaskan dengan baik.",negatif
Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir.  <Fire> <Fire> #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin ,negative
"Apk nya bagus, cuman anehnya tiba-tiba pas ngejawab soal-soalnya malah loading terus. Disitu saya udh pake wifi kok dan wifinya ga ngelag. Karna lama nunggu loadingnya akhirnya saya uninstall setelah itu, saya download lagi tpi pas pengen daftar itu kok masih tetap loading-loading terus ya kenapa ya?😔",Positive
Terimakasih kpada pendukung #AHY yang tlah memberikan suaranya kepada @aniesbaswedan | @sandiuno #SemogaAmanah #JakartauntukRakyat,positive
#AhokDjarot <Victory Hand> <Victory Hand> ,positive
"Sinyal kami paling kuat KATANYA. internetku di jakarta lemot parah, 3g aja gak dapat. makin hari makin jadi ini provider <PROVIDER_NAME> <PROVIDER_NAME>",negative
Sesat pikir para pengamat #taxamnesti #ILCtvone,negative
bahan halus jahitan rapi harga bersahabat,Positive
#kickandy Bung Andy cuma mampir dgn gaya remaja sbg idola remaja dan tidak sempat beli,negative
"Sebenarnya reaksi pendukung AHY ini tak perlu bersikap Baper seperti itu, karena tak ada yang mau jadi pecundang di ajang Pilkada #PilkadaDK",negative
awkarin najis bgt lu pickme anjg diem,Negative
Sebuah pertanyaan kepada metromini utk dijadikan metronome yang dibentuk oleh kemacetan yang cukup padat di berikan oleh putra petir. #ilc,negative
Sayangnya tidak ada masalah yang berarti selama pemakaian,positif
Apapun hasilnya kau tetap kebanggaan kami #AgusSilvy,positive
jujurly jujurly mulu anjir,Negative
Mantap deh <PROVIDER_NAME>. Cuma isi pulsa 25ribu dapat bonus paket data 3GB. Terimakasih juga <PROVIDER_NAME> atas pelayanannya. <PROVIDER_NAME> #mantapjiwa,positive
"ini film keren banget bang Kekeluargaannya, cintanya, persahabatannya, komedinya dpt banget sumpah. Jadi makin cinta sama alfi. @radityadika",positive
Semua tetap berharap pada #AHY. Semoga semakin bersinar. Aamiin! <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,positive
"Tidak apa-apa Ahok kalah, supaya sedikit aman. Coba Ahok menang, calo akhirat pada ribet teriak-teriak di monas. #PilkadaDKI #pilkadadki2017",positive
Sayangnya tidak ada fitur yang benar-benar mengecewakan,positif
Pengalaman shopping-nya menyenangkan dari browse sampai after sales service.,positif
"japok gateeel emang,uda jelas dia ada main sama si mamad,sampe"" si jessica dimusuhin,deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung,itu aja sih menurut gue",negative
"tulisan @fahiraidris ini misalnya. dia mencoba membranding #aniessandi yang pluralis, tapi konseptualnya absurd banget.",negative
"Wartawan tanya apa u Pilkada 2018 mendatang, Mas @AgusYudhoyono akan ikut? Dijawab Mas #AHY sampai skg belum terpikir u ikut Pilkada lainnya",positive
Sahabat2.. yuk nonton Mata Najwa di Metro TV bersama Ketua Umum DPP PKB,positive
Lu cocoknya tinggal dikuburan aja ga,Negative
"Bagus si snow, tapi menapa setiap mau foto udh dipencet filter nya tapi gak muncul? Gak bisa sepuasnya foto harus nunggu beberapa menit atau jam.On to the point aja ya intinya snow tolonglah perbaiki menjadi lebih bagus gak bug layak gitu.....",Negative
Seorang anak yg butuh pengakuan dari sang ayah #hitamPutihT7 @marioteguh,negative
Bagussss,Positive
Alangkah baiknya kalau tidak ada maintenance yang lama,negatif
"Saya bisa ke Sydney karena program <PROVIDER_NAME> & itu GRATIS! ada 22 Mahasiswa. Belajar dn liburan, kalian para hacker intropeksi sana",positive
"Dengan <PROVIDER_NAME> juga bisa lihat youtube selama setahun tanpa kuota, makin keren aja. ",positive
banyak yang masih setia memggunakan <PROVIDER_NAME>,positive
"minusnya apa sih ni orang,perfect bgt masyaallah",Positive
INI! #Ahok #AhokDjarot,positive
"Mendengar pendapat pak hasim muzadi sangat menentramkan, keren #ilctvone",positive
"Orang tuna netra aja bisa berbagi, kok yg pegang jabatan tinggi korupsi #HitamPutihT7",negative
"Buka puasa sambil streaming di YouTube lancar banget pakai <PROVIDER_NAME>, jadi makin setia sama <PROVIDER_NAME>.",positive
Untungnya tidak perlu kecewa dengan hasilnya,positif
Siiiip pak. Selalu bantu dan kawal #AniesSandi yaa pak untuk merealisasikan smua programnya.,positive
gemes nya lanaaa,Positive
Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,positive
orang bertato tdk boleh beribadah?!? #kickandymetrotv,negative
Hobi ngecek <PRODUCT_NAME> kali aja ada promo kuota internet buat penguna setia <PROVIDER_NAME> ternyata ada. Alhamdulillah rejeki anak biasa,positive
barangnya jelek kabel kainnya ada yg putus masa ngirim yg udh rusak sih?,Negative
"Begitulah laki2 ya sis, lebih suka pecun2 murahan, daripada prempuan baik2 berjilbab ato pintar. Enji2, kok downgrade sih? Dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi.. jeleknya seleramu",negative
Flm apa ini :) arah dan tujuannya nggak jelas.. Nyesel download ! Sabar... Ini ujian ! — menonton Hangout Film,negative
Instruksi pemasangannya tidak lengkap dan membingungkan.,negatif
"kering sudah darah @ahy saatnya menghisap darah @anisandi mumpung stok darahnya bergudang-gudang, darah hantu diminum setan #pilkadadki",negative
"Pak Anies jadi pempmpinnya, maju terus Pak ke jalan yang di Ridhoi Allah  <THUMBS UP> <THUMBS UP> @DAcademyID @IndosiarID #OkeOce #3 #AniesSandi",positive
"Masih labil pikiran nya belum dewasa koh nikah. . . kasihan banget yg jd suami nya ky ga di hargailah banget, ky ngga bersyukur banget ni orang udah di kasih suami yg ganteng baik sopan malah lu nya ky gitu, lebih senang sama teman² nya dr pd sama suami sendiri, mending lu pikiran nya di dewasain dulu deh, biar bisa menghargain perasaan orang lain.",Negative
Kenikmatan yang bisa didapatkan saat menjadi pengguna <PROVIDER_NAME> adalah menonton youtube gratis selama setahun,positive
ORTU LO GOBLOK AMAT BOLEHIN PACARAN SM CWO PEMBUNUH 🤣,Negative
Mari kito ketawa,Positive
Fitur-fiturnya lengkap dan semuanya berfungsi dengan sempurna.,positif
Otw lumpuh gk sih😂,Negative
<PROVIDER_NAME> lagi gangguan ya??,negative
"film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di hape, tonton di hari pertamanya.",positive
Fahri Harapkan Anies-Sandi Loyal ke Jokowi #PilkadaDKI2017,positive
ihh manis nyaa senyum kamuuuu 😍😍🤍🤍🤍,Positive
Azril nama adek gw cok,Negative
"Pria setia, pekerja keras tdk malu pilih-pilih cari nafkah sangat sedikit sekali yang banyak kebalikan..beda bgt sama seseorang yang kenal. Mentang2 ganteng, milih nganggur ketimbang jd ojol. Udh gitu istri diselingkuhin lagi. Baik kalo ada maunya ????",positive
"saya percaya, kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>",positive
"Syah klo melalui cara yg benar.
 Yg penting otaknya tidak Mesum, senangbava bukam komik dan iq tdk kongkok",Negative
"Ga pantes dipanggil ustad..org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam2.kacian istri pertamanya,ga tw malu istri keduanya.. hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo..",negative
Ka @selliyamanto udah nonton #MembabiButa? Agak kecewa nonton film tu,negative
"Jeda Iklan, Sandiaga Turun dari Panggung Debat lalu Peluk Erat Nelayan : Bang @sandiuno #OkeOce #salambersama",positive
637.000 waw ini sangat keren flm horor dng jumlah penonton segini dlm waktu 4 hari @prillybie @danurmovie,positive
bencong rombeng.menjijikan!!!gay jg.,negative
LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN KGA POPULER SAMA SEKALU HAHAHA,negative
sangat bagus barang nya,Positive
mantap ini. #4g #LTE <PROVIDER_NAME> <URL>,positive
Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda,positive
"Baby tatan nangis ngeliat daddy, @HitamPutihT7 #hitamputiht7",negative
cara kampanye #Anies membuat Menteri agama mengeluarkan peraturan larangan kampanye di rumah ibadah. sdh jelas #AniesSandi menang karna SARA,negative
"Pelajaran Kesabaran dari ""The Invisible"" Djarot http://kom.ps/AFwLJ5  #AhokSelaluDihati #badja #AhokDjarot #AhokMartir",positive
Hallo Bang @aniesbaswedan Wah Asyik juga ya habis manggung di DA  <THUMBS UP> <THUMBS UP> @IndosiarID #OkeOce #Telu,positive
"Kualitas sesuai lah sama harga, yg agak di sayangkan baut bautnya 30% udh karatan",Negative
Mudah-mudahan tidak ada penyesalan setelah beli ini,negatif
